task_id,repo,task_type,task_type_confidence,estimated_difficulty,build_success,docker_success,image_available,image_size_mb,image_last_updated,original_test_success,bug_reproducible,external_service_required,private_credential_required,missing_dependency,corrective_bug,fail_to_pass_count,pass_to_pass_count,screening_status,remove_reason,needs_manual_review,screening_notes,screening_stage
keras-team__keras-21072,keras-team/keras,bug_repair,0.9,Medium,,,1,3871.0,2025-04-30T19:50:29.904656Z,,,1,0,,1,1,8422,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (8422 tests) -> long runtime,automatic
aws-cloudformation__cfn-lint-3528,aws-cloudformation/cfn-lint,bug_repair,0.9,Hard,,,1,734.0,2025-04-30T19:45:06.214592Z,,,1,0,,1,2,1045,keep,,1,static hint: mentions network/external service -> manual review,automatic
pvlib__pvlib-python-2249,pvlib/pvlib-python,bug_repair,0.8,Medium,,,1,726.2,2025-04-30T19:46:12.226391Z,,,1,0,,1,7,1177,keep,,1,static hint: mentions network/external service -> manual review,automatic
bridgecrewio__checkov-5936,bridgecrewio/checkov,bug_repair,0.57,Easy,,,1,726.4,2025-04-30T19:46:38.018143Z,,,1,1,,1,1,4878,remove,static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
pdm-project__pdm-3170,pdm-project/pdm,bug_repair,0.8,Medium,,,1,735.0,2025-04-30T19:49:45.495473Z,,,0,0,,1,2,903,keep,,0,,automatic
urllib3__urllib3-3321,urllib3/urllib3,unknown,0.2,Medium,,,1,479.9,2025-04-30T19:47:40.958071Z,,,0,0,,0,4,1918,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review,automatic
aws-cloudformation__cfn-lint-3582,aws-cloudformation/cfn-lint,bug_repair,0.9,Medium,,,1,750.7,2025-04-30T19:48:36.336656Z,,,1,0,,1,1,1123,keep,,1,static hint: mentions network/external service -> manual review,automatic
python-control__python-control-1138,python-control/python-control,bug_repair,0.79,Easy,,,1,663.2,2025-04-30T19:48:57.871923Z,,,1,0,,1,1,3662,keep,,1,static hint: mentions network/external service -> manual review,automatic
matplotlib__matplotlib-28073,matplotlib/matplotlib,bug_repair,0.9,Hard,,,1,1060.9,2025-04-30T19:49:57.743221Z,,,1,0,,1,5,7978,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (7978 tests) -> long runtime,automatic
beeware__briefcase-1824,beeware/briefcase,bug_repair,0.8,Medium,,,1,465.8,2025-04-30T19:49:47.128343Z,,,0,0,,1,1,2761,keep,,0,,automatic
geopandas__geopandas-3318,geopandas/geopandas,bug_repair,0.57,Easy,,,1,978.6,2025-04-30T19:51:42.389842Z,,,1,0,,1,3,2185,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-16789,conan-io/conan,feature,0.9,Medium,,,1,503.1,2025-04-30T19:53:18.617222Z,,,0,0,,0,1,3945,remove,task_type=feature (not corrective bug repair),0,,automatic
kedro-org__kedro-4178,kedro-org/kedro,bug_repair,0.73,Hard,,,1,1065.5,2025-04-30T19:52:55.197949Z,,,1,0,,1,9,1411,keep,,1,static hint: mentions network/external service -> manual review,automatic
deepset-ai__haystack-8609,deepset-ai/haystack,unknown,0.2,Medium,,,1,8915.9,2025-04-30T20:04:24.250563Z,,,0,0,,0,1,1639,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review; very large image (8916 MB) -> slow environment,automatic
conan-io__conan-17863,conan-io/conan,bug_repair,0.9,Easy,,,1,450.7,2025-04-30T19:51:31.519336Z,,,0,0,,1,3,4281,keep,,0,,automatic
run-llama__llama_deploy-83,run-llama/llama_deploy,unknown,0.2,Medium,,,1,750.8,2025-04-30T19:53:09.591841Z,,,0,0,,0,2,39,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review,automatic
sphinx-doc__sphinx-11888,sphinx-doc/sphinx,bug_repair,0.8,Easy,,,1,594.7,2025-04-30T19:53:35.292853Z,,,1,0,,1,1,1997,keep,,1,static hint: mentions network/external service -> manual review,automatic
matplotlib__matplotlib-28577,matplotlib/matplotlib,bug_repair,0.9,Medium,,,1,1064.5,2025-04-30T19:54:42.475432Z,,,1,0,,1,1,8083,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (8083 tests) -> long runtime,automatic
pylint-dev__pylint-9374,pylint-dev/pylint,bug_repair,0.9,Medium,,,1,486.9,2025-04-30T19:53:36.593381Z,,,1,0,,1,1,1831,keep,,1,static hint: mentions network/external service -> manual review,automatic
kedro-org__kedro-3998,kedro-org/kedro,bug_repair,0.8,Hard,,,1,1037.1,2025-04-30T19:55:37.782113Z,,,0,0,,1,15,1371,keep,,0,,automatic
tox-dev__tox-3246,tox-dev/tox,bug_repair,0.85,Hard,,,1,1018.4,2025-04-30T19:58:08.447739Z,,,1,0,,1,10,1552,keep,,1,static hint: mentions network/external service -> manual review,automatic
pylint-dev__pylint-9744,pylint-dev/pylint,bug_repair,0.64,Hard,,,1,453.6,2025-04-30T19:54:55.517761Z,,,0,0,,1,1,1857,keep,,0,,automatic
instructlab__instructlab-3184,instructlab/instructlab,feature,0.64,Medium,,,1,8278.9,2025-04-30T20:08:47.184908Z,,,1,0,,0,1,308,remove,task_type=feature (not corrective bug repair),1,very large image (8279 MB) -> slow environment; static hint: mentions network/external service -> manual review,automatic
streamlink__streamlink-6452,streamlink/streamlink,bug_repair,0.79,Hard,,,1,531.8,2025-04-30T19:56:08.829789Z,,,1,0,,1,6,5989,keep,,1,static hint: mentions network/external service -> manual review,automatic
joke2k__faker-2096,joke2k/faker,bug_repair,0.8,Easy,,,1,482.1,2025-04-30T19:56:35.33089Z,,,0,0,,1,1,1959,keep,,0,,automatic
sissbruecker__linkding-696,sissbruecker/linkding,feature,0.9,Hard,,,1,688.7,2025-04-30T19:57:50.855497Z,,,0,0,,0,11,672,remove,task_type=feature (not corrective bug repair),0,,automatic
keras-team__keras-20120,keras-team/keras,bug_repair,0.57,Easy,,,1,2787.5,2025-04-30T20:03:06.951329Z,,,1,0,,1,1,7424,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (7424 tests) -> long runtime,automatic
shapely__shapely-2206,shapely/shapely,unknown,0.2,Medium,,,1,455.5,2025-04-30T19:58:34.952637Z,,,1,0,,0,1,5450,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review; static hint: mentions network/external service -> manual review,automatic
sissbruecker__linkding-819,sissbruecker/linkding,unknown,0.2,Easy,,,1,688.9,2025-04-30T19:59:47.302927Z,,,0,0,,0,1,763,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review,automatic
pdm-project__pdm-2819,pdm-project/pdm,feature,0.9,Hard,,,1,545.8,2025-04-30T20:00:11.958008Z,,,0,0,,0,21,826,remove,task_type=feature (not corrective bug repair),0,,automatic
pytest-dev__pytest-12500,pytest-dev/pytest,feature,0.54,Hard,,,1,474.6,2025-04-30T20:01:22.138263Z,,,1,0,,0,52,3543,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review; large fail_to_pass set (52 tests),automatic
aws-cloudformation__cfn-lint-3712,aws-cloudformation/cfn-lint,bug_repair,0.9,Hard,,,1,750.1,2025-04-30T20:01:39.833706Z,,,1,0,,1,3,1220,keep,,1,static hint: mentions network/external service -> manual review,automatic
deepset-ai__haystack-6701,deepset-ai/haystack,bug_repair,0.8,Medium,,,1,13241.2,2025-04-30T20:21:17.212048Z,,,1,0,,1,1,910,keep,,1,very large image (13241 MB) -> slow environment; static hint: mentions network/external service -> manual review,automatic
sphinx-doc__sphinx-12047,sphinx-doc/sphinx,bug_repair,0.8,Medium,,,1,604.2,2025-04-30T20:03:07.079195Z,,,1,0,,1,3,1989,keep,,1,static hint: mentions network/external service -> manual review,automatic
reflex-dev__reflex-3475,reflex-dev/reflex,bug_repair,0.8,Hard,,,1,774.8,2025-04-30T20:04:22.971253Z,,,1,0,,1,9,2786,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-16870,conan-io/conan,bug_repair,0.9,Easy,,,1,484.8,2025-04-30T20:05:44.299063Z,,,1,0,,1,3,4032,keep,,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-15999,conan-io/conan,question,0.9,Medium,,,1,538.5,2025-04-30T20:07:32.102591Z,,,1,0,,0,2,3748,remove,task_type=question (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
pylint-dev__pylint-9771,pylint-dev/pylint,bug_repair,0.79,Medium,,,1,469.3,2025-04-30T20:05:44.64602Z,,,1,0,,1,1,1921,keep,,1,static hint: mentions network/external service -> manual review,automatic
kedro-org__kedro-3950,kedro-org/kedro,bug_repair,0.8,Medium,,,1,1146.0,2025-04-30T20:08:05.609798Z,,,0,0,,1,1,1383,keep,,0,,automatic
kedro-org__kedro-4540,kedro-org/kedro,bug_repair,0.8,Medium,,,1,1030.0,2025-04-30T20:08:10.433734Z,,,1,0,,1,1,1646,keep,,1,static hint: mentions network/external service -> manual review,automatic
python-control__python-control-1092,python-control/python-control,refactor,0.55,Medium,,,1,630.9,2025-04-30T20:08:55.277433Z,,,0,0,,0,1,3506,remove,task_type=refactor (not corrective bug repair),0,,automatic
matplotlib__matplotlib-29317,matplotlib/matplotlib,bug_repair,0.9,Medium,,,1,1216.1,2025-04-30T20:10:31.530805Z,,,1,0,,1,1,8279,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (8279 tests) -> long runtime,automatic
aws-cloudformation__cfn-lint-4016,aws-cloudformation/cfn-lint,bug_repair,0.9,Medium,,,1,734.1,2025-04-30T20:09:40.221289Z,,,1,0,,1,1,1352,keep,,1,static hint: mentions network/external service -> manual review,automatic
pallets__flask-5637,pallets/flask,unknown,0.2,Medium,,,1,503.2,2025-04-30T20:09:40.695118Z,,,0,0,,0,1,488,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review,automatic
kozea__weasyprint-2231,Kozea/WeasyPrint,bug_repair,0.9,Hard,,,1,525.2,2025-04-30T20:10:22.57892Z,,,1,0,,1,1,2694,keep,,1,static hint: mentions network/external service -> manual review,automatic
python-control__python-control-1030,python-control/python-control,bug_repair,0.9,Easy,,,1,615.0,2025-04-30T20:10:16.516433Z,,,0,0,,1,1,3257,keep,,0,,automatic
keras-team__keras-19313,keras-team/keras,unknown,0.2,Easy,,,1,1734.1,2025-04-30T20:14:02.102341Z,,,1,0,,0,1,6834,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review; static hint: mentions network/external service -> manual review; very large pass_to_pass suite (6834 tests) -> long runtime,automatic
instructlab__instructlab-2247,instructlab/instructlab,bug_repair,0.9,Hard,,,1,7197.2,2025-04-30T20:22:55.391372Z,,,0,0,,1,11,179,keep,,0,,automatic
pdm-project__pdm-2817,pdm-project/pdm,bug_repair,0.8,Medium,,,1,545.1,2025-04-30T20:11:52.60472Z,,,0,0,,1,1,825,keep,,0,,automatic
pdm-project__pdm-3374,pdm-project/pdm,bug_repair,0.8,Hard,,,1,506.8,2025-04-30T20:12:17.238354Z,,,1,0,,1,3,935,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3798,aws-cloudformation/cfn-lint,feature,0.72,Hard,,,1,757.8,2025-04-30T20:13:11.881192Z,,,0,0,,0,26,1220,remove,task_type=feature (not corrective bug repair),0,,automatic
pydata__xarray-10066,pydata/xarray,feature,0.54,Medium,,,1,827.0,2025-04-30T20:14:00.553175Z,,,1,0,,0,1,10603,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (10603 tests) -> long runtime,automatic
pydata__xarray-9760,pydata/xarray,feature,0.9,Medium,,,1,1058.7,2025-05-01T10:26:20.011187Z,,,1,0,,0,2,15184,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (15184 tests) -> long runtime,automatic
pylint-dev__pylint-10045,pylint-dev/pylint,docs,0.58,Hard,,,1,462.0,2025-04-30T20:14:31.960049Z,,,1,0,,0,17,1847,remove,task_type=docs (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
pdm-project__pdm-2909,pdm-project/pdm,bug_repair,0.8,Medium,,,1,523.2,2025-04-30T20:14:13.091627Z,,,0,0,,1,2,869,keep,,0,,automatic
sphinx-doc__sphinx-12737,sphinx-doc/sphinx,bug_repair,0.8,Medium,,,1,911.5,2025-04-30T20:16:19.652735Z,,,1,0,,1,1,2033,keep,,1,static hint: mentions network/external service -> manual review,automatic
patroni__patroni-3198,patroni/patroni,bug_repair,0.9,Medium,,,1,471.2,2025-04-30T20:16:16.161567Z,,,1,0,,1,1,648,keep,,1,static hint: mentions network/external service -> manual review,automatic
pydata__xarray-8840,pydata/xarray,bug_repair,0.79,Hard,,,1,974.1,2025-04-30T20:17:07.134662Z,,,1,0,,1,7,14900,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (14900 tests) -> long runtime,automatic
kozea__weasyprint-2143,Kozea/WeasyPrint,feature,0.82,Hard,,,1,520.1,2025-04-30T20:17:22.272105Z,,,1,0,,0,2,2555,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
reata__sqllineage-555,reata/sqllineage,bug_repair,0.85,Medium,,,1,749.5,2025-04-30T20:19:18.003563Z,,,0,0,,1,2,401,keep,,0,,automatic
sphinx-doc__sphinx-12807,sphinx-doc/sphinx,bug_repair,0.8,Medium,,,1,911.4,2025-04-30T20:19:28.032089Z,,,1,0,,1,1,2033,keep,,1,static hint: mentions network/external service -> manual review,automatic
python-babel__babel-1141,python-babel/babel,bug_repair,0.8,Easy,,,1,499.7,2025-04-30T20:18:58.554992Z,,,0,0,,1,1,7101,keep,,1,very large pass_to_pass suite (7101 tests) -> long runtime,automatic
geopandas__geopandas-3271,geopandas/geopandas,bug_repair,0.79,Hard,,,1,692.4,2025-04-30T20:20:10.647715Z,,,1,0,,1,9,1867,keep,,1,static hint: mentions network/external service -> manual review,automatic
deepset-ai__haystack-9033,deepset-ai/haystack,feature,0.9,Medium,,,1,9002.0,2025-04-30T20:33:27.338543Z,,,0,0,,0,3,2408,remove,task_type=feature (not corrective bug repair),1,very large image (9002 MB) -> slow environment,automatic
sphinx-doc__sphinx-13200,sphinx-doc/sphinx,bug_repair,0.8,Hard,,,1,604.3,2025-04-30T20:21:03.485864Z,,,1,0,,1,27,2110,keep,,1,static hint: mentions network/external service -> manual review,automatic
pydata__xarray-9861,pydata/xarray,bug_repair,0.57,Hard,,,1,1144.2,2025-04-30T20:23:56.822739Z,,,0,0,,1,10,15504,keep,,1,very large pass_to_pass suite (15504 tests) -> long runtime,automatic
pvlib__pvlib-python-2048,pvlib/pvlib-python,feature,0.64,Hard,,,1,738.6,2025-04-30T20:21:48.643131Z,,,1,0,,0,1,1131,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-17346,conan-io/conan,bug_repair,0.8,Hard,,,1,531.1,2025-04-30T20:24:32.995023Z,,,0,0,,1,2,4092,keep,,0,,automatic
shapely__shapely-2255,shapely/shapely,bug_repair,0.8,Easy,,,1,451.2,2025-04-30T20:22:57.747035Z,,,0,0,,1,2,5652,keep,,0,,automatic
kozea__weasyprint-2252,Kozea/WeasyPrint,feature,0.9,Hard,,,1,525.3,2025-04-30T20:23:29.742785Z,,,1,1,,0,9,2687,remove,task_type=feature (not corrective bug repair); static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
deepset-ai__haystack-8997,deepset-ai/haystack,feature,0.64,Hard,,,1,5324.9,2025-04-30T20:34:33.392528Z,,,0,0,,0,23,2237,remove,task_type=feature (not corrective bug repair),0,,automatic
shapely__shapely-2094,shapely/shapely,feature,0.85,Medium,,,1,458.1,2025-04-30T20:24:58.814451Z,,,0,0,,0,5,5408,remove,task_type=feature (not corrective bug repair),0,,automatic
mikedh__trimesh-2133,mikedh/trimesh,bug_repair,0.79,Hard,,,1,955.9,2025-04-30T20:25:48.017423Z,,,0,0,,1,1,599,keep,,0,,automatic
piskvorky__smart_open-820,piskvorky/smart_open,bug_repair,0.9,Medium,,,1,545.5,2025-04-30T20:25:44.135766Z,,,1,1,,1,1,390,remove,static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
jupyterlab__jupyter-ai-887,jupyterlab/jupyter-ai,unknown,0.2,Easy,,,1,1338.3,2025-04-30T20:30:04.811898Z,,,1,0,,0,1,36,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review; static hint: mentions network/external service -> manual review,automatic
kozea__weasyprint-2041,Kozea/WeasyPrint,bug_repair,0.9,Medium,,,1,525.6,2025-04-30T20:26:04.43421Z,,,1,0,,1,3,1919,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3714,aws-cloudformation/cfn-lint,bug_repair,0.9,Medium,,,1,751.4,2025-04-30T20:27:04.939073Z,,,1,0,,1,1,1223,keep,,1,static hint: mentions network/external service -> manual review,automatic
python-attrs__attrs-1320,python-attrs/attrs,bug_repair,0.9,Medium,,,1,450.2,2025-04-30T20:27:26.757972Z,,,0,0,,1,1,1407,keep,,0,,automatic
conan-io__conan-17382,conan-io/conan,bug_repair,0.8,Easy,,,1,529.5,2025-04-30T20:29:31.163577Z,,,0,0,,1,1,4121,keep,,0,,automatic
sphinx-doc__sphinx-13253,sphinx-doc/sphinx,docs,0.9,Hard,,,1,604.4,2025-04-30T20:29:10.731195Z,,,1,0,,0,1,2139,remove,task_type=docs (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
instructlab__instructlab-1417,instructlab/instructlab,bug_repair,0.8,Easy,,,1,6516.1,2025-04-30T20:39:09.592121Z,,,0,0,,1,1,54,keep,,0,,automatic
matplotlib__matplotlib-28584,matplotlib/matplotlib,bug_repair,0.9,Hard,,,1,1220.3,2025-04-30T20:32:04.288066Z,,,1,0,,1,2,8218,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (8218 tests) -> long runtime,automatic
pvlib__pvlib-python-2281,pvlib/pvlib-python,bug_repair,0.9,Medium,,,1,726.3,2025-04-30T20:31:55.435651Z,,,0,0,,1,1,1185,keep,,0,,automatic
pvlib__pvlib-python-1971,pvlib/pvlib-python,bug_repair,0.9,Medium,,,1,1034.6,2025-04-30T20:33:54.941978Z,,,1,0,,1,1,1132,keep,,1,static hint: mentions network/external service -> manual review,automatic
beeware__briefcase-1811,beeware/briefcase,bug_repair,0.8,Medium,,,1,465.0,2025-04-30T20:33:37.369597Z,,,1,0,,1,1,2768,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3402,aws-cloudformation/cfn-lint,bug_repair,0.57,Medium,,,1,748.9,2025-04-30T20:34:36.515998Z,,,0,0,,1,1,992,keep,,0,,automatic
pypsa__pypsa-891,PyPSA/PyPSA,bug_repair,0.57,Medium,,,1,878.5,2025-04-30T20:35:36.073371Z,,,1,0,,1,1,173,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3684,aws-cloudformation/cfn-lint,bug_repair,0.9,Medium,,,1,748.8,2025-04-30T20:35:20.404817Z,,,0,0,,1,1,1197,keep,,0,,automatic
geopandas__geopandas-3419,geopandas/geopandas,bug_repair,0.85,Medium,,,1,827.6,2025-04-30T20:36:47.537374Z,,,1,0,,1,1,1926,keep,,1,static hint: mentions network/external service -> manual review,automatic
reata__sqllineage-572,reata/sqllineage,bug_repair,0.57,Medium,,,1,749.3,2025-04-30T20:38:37.804027Z,,,0,0,,1,2,393,keep,,0,,automatic
pvlib__pvlib-python-2292,pvlib/pvlib-python,feature,0.77,Hard,,,1,726.3,2025-04-30T20:36:43.038698Z,,,0,0,,0,2,1213,remove,task_type=feature (not corrective bug repair),0,,automatic
reflex-dev__reflex-5039,reflex-dev/reflex,unknown,0.2,Medium,,,1,819.8,2025-04-30T20:38:06.131266Z,,,1,0,,0,7,3003,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review; static hint: mentions network/external service -> manual review,automatic
reflex-dev__reflex-3435,reflex-dev/reflex,bug_repair,0.9,Hard,,,1,774.6,2025-04-30T20:38:14.420159Z,,,1,0,,1,2,2771,keep,,1,static hint: mentions network/external service -> manual review,automatic
sissbruecker__linkding-655,sissbruecker/linkding,unknown,0.2,Hard,,,1,676.4,2025-04-30T20:38:45.182309Z,,,0,0,,0,16,540,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review,automatic
sphinx-doc__sphinx-12583,sphinx-doc/sphinx,bug_repair,0.85,Medium,,,1,593.1,2025-04-30T20:38:58.805232Z,,,0,0,,1,4,2002,keep,,0,,automatic
patroni__patroni-3112,patroni/patroni,bug_repair,0.8,Medium,,,1,470.5,2025-04-30T20:39:09.708227Z,,,1,0,,1,1,601,keep,,1,static hint: mentions network/external service -> manual review,automatic
instructlab__instructlab-1639,instructlab/instructlab,unknown,0.2,Hard,,,1,6802.8,2025-04-30T20:50:16.004323Z,,,0,0,,0,2,114,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review,automatic
mikedh__trimesh-2360,mikedh/trimesh,build,0.87,Hard,,,1,676.2,2025-04-30T20:40:16.203641Z,,,1,0,,0,1,646,remove,task_type=build (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
patroni__patroni-3216,patroni/patroni,bug_repair,0.9,Hard,,,1,471.6,2025-04-30T20:39:46.857511Z,,,1,0,,1,1,650,keep,,1,static hint: mentions network/external service -> manual review,automatic
jazzband__tablib-613,jazzband/tablib,bug_repair,0.85,Easy,,,1,407.5,2025-04-30T20:39:58.955611Z,,,0,0,,1,1,163,keep,,0,,automatic
aws-cloudformation__cfn-lint-3392,aws-cloudformation/cfn-lint,bug_repair,0.57,Easy,,,1,755.8,2025-04-30T20:40:48.841177Z,,,0,0,,1,1,985,keep,,0,,automatic
run-llama__llama_deploy-438,run-llama/llama_deploy,build,0.56,Hard,,,1,701.5,2025-04-30T20:41:02.844853Z,,,1,0,,0,4,172,remove,task_type=build (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
pvlib__pvlib-python-2217,pvlib/pvlib-python,feature,0.54,Medium,,,1,734.2,2025-04-30T20:41:26.991471Z,,,1,0,,0,3,1157,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
pydata__xarray-9765,pydata/xarray,bug_repair,0.9,Medium,,,1,1041.5,2025-05-01T10:26:23.731289Z,,,1,0,,1,1,15166,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (15166 tests) -> long runtime,automatic
bridgecrewio__checkov-6383,bridgecrewio/checkov,docs,0.68,Medium,,,1,755.1,2025-04-30T20:41:51.274077Z,,,1,1,,0,2,4501,remove,task_type=docs (not corrective bug repair); static hint: requires private credentials,1,static hint: mentions network/external service -> manual review,automatic
conan-io__conan-15652,conan-io/conan,bug_repair,0.8,Hard,,,1,600.4,2025-04-30T20:44:17.725845Z,,,1,0,,1,7,3617,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3707,aws-cloudformation/cfn-lint,bug_repair,0.79,Easy,,,1,741.5,2025-04-30T20:42:21.586444Z,,,0,1,,1,1,1213,remove,static hint: requires private credentials,0,,automatic
urllib3__urllib3-3311,urllib3/urllib3,feature,0.9,Medium,,,1,462.0,2025-04-30T20:42:30.486686Z,,,0,0,,0,1,1728,remove,task_type=feature (not corrective bug repair),0,,automatic
wemake-services__wemake-python-styleguide-3114,wemake-services/wemake-python-styleguide,bug_repair,0.57,Hard,,,1,552.4,2025-04-30T20:43:09.512331Z,,,0,0,,1,21,7893,keep,,1,very large pass_to_pass suite (7893 tests) -> long runtime,automatic
joke2k__faker-2101,joke2k/faker,bug_repair,0.8,Easy,,,1,482.1,2025-04-30T20:43:15.974873Z,,,0,0,,1,2,1943,keep,,0,,automatic
pylint-dev__pylint-9772,pylint-dev/pylint,bug_repair,0.79,Medium,,,1,491.1,2025-04-30T20:43:43.48766Z,,,1,0,,1,1,1850,keep,,1,static hint: mentions network/external service -> manual review,automatic
aws-cloudformation__cfn-lint-3388,aws-cloudformation/cfn-lint,bug_repair,0.9,Easy,,,1,755.8,2025-04-30T20:44:30.201793Z,,,0,0,,1,1,981,keep,,0,,automatic
kedro-org__kedro-3680,kedro-org/kedro,bug_repair,0.66,Medium,,,1,1219.5,2025-04-30T20:46:12.463339Z,,,1,0,,1,1,1265,keep,,1,static hint: mentions network/external service -> manual review,automatic
keras-team__keras-19915,keras-team/keras,bug_repair,0.8,Easy,,,1,1828.8,2025-04-30T20:48:19.249166Z,,,1,0,,1,3,7108,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (7108 tests) -> long runtime,automatic
dynaconf__dynaconf-1238,dynaconf/dynaconf,feature,0.85,Medium,,,1,623.4,2025-04-30T20:45:51.056425Z,,,0,0,,0,1,538,remove,task_type=feature (not corrective bug repair),0,,automatic
stanfordnlp__dspy-779,stanfordnlp/dspy,bug_repair,0.57,Easy,,,1,9432.4,2025-04-30T20:58:49.47011Z,,,0,0,,1,1,150,keep,,1,very large image (9432 MB) -> slow environment,automatic
conan-io__conan-16025,conan-io/conan,unknown,0.2,Medium,,,1,538.4,2025-04-30T20:49:04.121281Z,,,1,0,,0,2,3751,remove,task_type=unknown (not corrective bug repair),1,low task_type confidence -> manual review; static hint: mentions network/external service -> manual review,automatic
pvlib__pvlib-python-2088,pvlib/pvlib-python,feature,0.9,Hard,,,1,1016.9,2025-04-30T20:48:21.544184Z,,,1,0,,0,7,1210,remove,task_type=feature (not corrective bug repair),1,static hint: mentions network/external service -> manual review,automatic
bridgecrewio__checkov-6314,bridgecrewio/checkov,bug_repair,0.79,Easy,,,1,752.4,2025-04-30T20:49:33.369208Z,,,1,0,,1,1,4463,keep,,1,static hint: mentions network/external service -> manual review,automatic
streamlink__streamlink-5858,streamlink/streamlink,bug_repair,0.79,Medium,,,1,554.1,2025-04-30T20:49:43.513711Z,,,1,0,,1,2,6100,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (6100 tests) -> long runtime,automatic
pypsa__pypsa-1130,PyPSA/PyPSA,bug_repair,0.57,Hard,,,1,1040.0,2025-04-30T20:51:30.91285Z,,,1,0,,1,3,346,keep,,1,static hint: mentions network/external service -> manual review,automatic
beetbox__beets-5442,beetbox/beets,bug_repair,0.57,Medium,,,1,532.2,2025-04-30T20:50:32.863622Z,,,0,0,,1,1,1711,keep,,0,,automatic
matplotlib__matplotlib-29798,matplotlib/matplotlib,bug_repair,0.9,Easy,,,1,1220.0,2025-04-30T20:52:22.091089Z,,,0,0,,1,1,8350,keep,,1,very large pass_to_pass suite (8350 tests) -> long runtime,automatic
matplotlib__matplotlib-29892,matplotlib/matplotlib,bug_repair,0.9,Easy,,,1,1141.4,2025-04-30T20:52:46.821962Z,,,1,0,,1,1,8354,keep,,1,static hint: mentions network/external service -> manual review; very large pass_to_pass suite (8354 tests) -> long runtime,automatic
pylint-dev__pylint-9714,pylint-dev/pylint,bug_repair,0.9,Hard,,,1,474.7,2025-04-30T20:51:10.434368Z,,,1,0,,1,1,1842,keep,,1,static hint: mentions network/external service -> manual review,automatic
wireservice__csvkit-1281,wireservice/csvkit,feature,0.72,Hard,,,1,460.5,2025-04-30T20:51:51.868723Z,,,0,0,,0,2,339,remove,task_type=feature (not corrective bug repair),0,,automatic
pypa__twine-1188,pypa/twine,bug_repair,0.65,Easy,,,1,448.3,2025-04-30T20:52:16.626459Z,,,0,0,,1,1,203,keep,,0,,automatic
deepset-ai__haystack-7599,deepset-ai/haystack,feature,0.85,Medium,,,1,7658.3,2025-04-30T21:04:41.164859Z,,,0,0,,0,5,473,remove,task_type=feature (not corrective bug repair),0,,automatic
