task_id,repo,split,base_commit,gold_commit,gold_commit_count,commit_urls,pull_number,pull_url,gold_patch_file,gold_files_changed,gold_loc_added,gold_loc_deleted,gold_modules_changed
kozea__weasyprint-2231,Kozea/WeasyPrint,discovery,cbf10b9dc7670c71d019ae9df81a8702fd191462,1f4a6ffc0f5a4a9cd0ccdfb848344cc8956fe263,17,https://github.com/Kozea/WeasyPrint/commit/4cd11c62438c307d393798e8f6913bfb66eb66ef https://github.com/Kozea/WeasyPrint/commit/f262e8ddd5dc578bf55953f811f9e9cb366857c9 https://github.com/Kozea/WeasyPrint/commit/9e8eaae25dfdfa0850499dcd19aa946054c1b338 https://github.com/Kozea/WeasyPrint/commit/7019fe96dc6112a834cd90bfbb0d4ec491497a0b https://github.com/Kozea/WeasyPrint/commit/ce6253f7f738e2a33699f8c361a660728bdc93fe https://github.com/Kozea/WeasyPrint/commit/bfeefa41b78c99d7829fc2ce2d8ab12a90a972cf https://github.com/Kozea/WeasyPrint/commit/dd5dcca51c35d3e9a702e8b2f93ca8e88377658f https://github.com/Kozea/WeasyPrint/commit/e8ef883afcd41ccbb42b05898544694f606592ef https://github.com/Kozea/WeasyPrint/commit/0217f38ec8c1cefc2dc3eda8a32c0e8559ed5681 https://github.com/Kozea/WeasyPrint/commit/4771c359d7dccfb29d13aae4528dab1b9be2415b https://github.com/Kozea/WeasyPrint/commit/6cacfd672e60d16bdac9ca8db6ab03529512c671 https://github.com/Kozea/WeasyPrint/commit/c68a465638ecedc767762c77c5e29ad123e95901 https://github.com/Kozea/WeasyPrint/commit/c5175861e6bbedb3a8a06d5b12199727e4520008 https://github.com/Kozea/WeasyPrint/commit/9d78e1f37459908956b72ed044d9f8db0e40dd22 https://github.com/Kozea/WeasyPrint/commit/3c47212d2d550da98a6bba29c0dd715f1adadb58 https://github.com/Kozea/WeasyPrint/commit/acdce9f2242095e9a4df662dbcb1006e916a3ac7 https://github.com/Kozea/WeasyPrint/commit/1f4a6ffc0f5a4a9cd0ccdfb848344cc8956fe263,2231,https://github.com/Kozea/WeasyPrint/pull/2231,gold/patches/kozea__weasyprint-2231.patch,1,317,144,1
python-control__python-control-1030,python-control/python-control,discovery,bb82883cb4abf5171e82ae4c025c012f5218b6a7,937783a427c55e7f18b5b32035f7583a932b6aea,3,https://github.com/python-control/python-control/commit/70d976110f8c687de2ea3206dbd4e00d6d6ed1de https://github.com/python-control/python-control/commit/d15e21fdedfa92a2af6909d63ea2e84aab4a8c63 https://github.com/python-control/python-control/commit/937783a427c55e7f18b5b32035f7583a932b6aea,1030,https://github.com/python-control/python-control/pull/1030,gold/patches/python-control__python-control-1030.patch,1,2,1,1
pdm-project__pdm-2909,pdm-project/pdm,discovery,89886b861bb3241fe09ac52b76992e32682cdc09,f9065aa2ebe25f89f3df145a3c0bcf382d3f46ef,2,https://github.com/pdm-project/pdm/commit/17ddd13857f14d73ee03010034614efe417fda74 https://github.com/pdm-project/pdm/commit/f9065aa2ebe25f89f3df145a3c0bcf382d3f46ef,2909,https://github.com/pdm-project/pdm/pull/2909,gold/patches/pdm-project__pdm-2909.patch,3,8,2,2
pydata__xarray-8840,pydata/xarray,held_out,c2aebd81f144d9c28dec06b447371f540935c1a5,78252b27d5eaa7c6ec1d31a9049a9409ec74b3c1,32,https://github.com/pydata/xarray/commit/65d500c1383caaee66f88a7da64bfb6377b5c8db https://github.com/pydata/xarray/commit/9f5b9fd04daa50c28e46a35f8900e41e8be6274d https://github.com/pydata/xarray/commit/f338e45a9a60c14a3c2b9dbe39b87cd118d27ec9 https://github.com/pydata/xarray/commit/09fa70586531370d43e548342314ce7556a97587 https://github.com/pydata/xarray/commit/110517a97aa7ae468caab8565fc22f82fe9adae2 https://github.com/pydata/xarray/commit/01fbf504b550af58c2bc1899baa79872e0d779db https://github.com/pydata/xarray/commit/e2508953d9c3937ad7942f61b10d1005c1f17b00 https://github.com/pydata/xarray/commit/5572930565da16a75562792b679932eb3a248e3d https://github.com/pydata/xarray/commit/0dc1663377626aca2476e2e7946aee0d997173f9 https://github.com/pydata/xarray/commit/94b3ffa72282068fdb84d6ed7f4d111baa682878 https://github.com/pydata/xarray/commit/cdee85734914dfbbf663d05f59d02357faaa4f56 https://github.com/pydata/xarray/commit/74268efd8273a3b4acb47e3ac04b4b43c4063097 https://github.com/pydata/xarray/commit/64f78cd8e33c66c6430161ae854601a2585706f7 https://github.com/pydata/xarray/commit/58de38fc417d3e15471768ebfe2d85142605e5ac https://github.com/pydata/xarray/commit/6b2ed08dffd6d7456845b8f9161270eda3c85912 https://github.com/pydata/xarray/commit/3bbcab2c3be3f409042c7ec34813934a483ae238 https://github.com/pydata/xarray/commit/69d62cbd702b3377ae96cfd91c841162db5c68ad https://github.com/pydata/xarray/commit/205c2a71ce31fce17e34d16e7db5e523e65328f4 https://github.com/pydata/xarray/commit/114266318b89b990ec907b485669500ae54f87cd https://github.com/pydata/xarray/commit/c94d9c2a4f5576b3592dc625b6deb5b273e6fdf8 https://github.com/pydata/xarray/commit/7838d5709800619eaf8e137a780bb5f00888f1a4 https://github.com/pydata/xarray/commit/6bfe03a32022ae19787e4978b04002afa9c2c93a https://github.com/pydata/xarray/commit/cb4faad86d47b816ece85235de36843e93a56482 https://github.com/pydata/xarray/commit/792098cb59e916fd23ec0e0be63cadf1d8eaebe2 https://github.com/pydata/xarray/commit/8e1ed5819719d369191a3a1be691e632d55df706 https://github.com/pydata/xarray/commit/8b40396443816544fcbef5a511a4e28810faf49a https://github.com/pydata/xarray/commit/a2b0f050c610c09be5e410b1b21ea7e751494426 https://github.com/pydata/xarray/commit/d521849a1bf7398b280c5c9bff9df74b022fea1a https://github.com/pydata/xarray/commit/bf23f3d076902eb0ca85b24a37c9845ac4eee1fe https://github.com/pydata/xarray/commit/25c897d1e1754ec551ecbf4af6da01bd8cad46fd https://github.com/pydata/xarray/commit/1cafa67eea0a7f35a30430b78e3c43624899b70b https://github.com/pydata/xarray/commit/78252b27d5eaa7c6ec1d31a9049a9409ec74b3c1,8840,https://github.com/pydata/xarray/pull/8840,gold/patches/pydata__xarray-8840.patch,12,402,152,2
geopandas__geopandas-3271,geopandas/geopandas,pilot,ed4fe4ed11a980f1be61b253743270ecf9173f14,10fe9ab5b4dd16130d13feab98afad763db64206,4,https://github.com/geopandas/geopandas/commit/e5a14102927feae976b25f387e1e2e7468f713d0 https://github.com/geopandas/geopandas/commit/308ab6a67ea57b135d089d3cf6e7b84fd8facac8 https://github.com/geopandas/geopandas/commit/a525cfdd5bac9365bccfd271c571e3b1654b2d33 https://github.com/geopandas/geopandas/commit/10fe9ab5b4dd16130d13feab98afad763db64206,3271,https://github.com/geopandas/geopandas/pull/3271,gold/patches/geopandas__geopandas-3271.patch,2,46,30,2
shapely__shapely-2255,shapely/shapely,discovery,70be08ef1eea9cbd49d787ac0fe3d1fc85a1bf86,d56be12009d6619d88089ac0048e133812c24d03,2,https://github.com/shapely/shapely/commit/b47f27dd7103fde7f678d04d1f5ce58dd8c3bcec https://github.com/shapely/shapely/commit/d56be12009d6619d88089ac0048e133812c24d03,2255,https://github.com/shapely/shapely/pull/2255,gold/patches/shapely__shapely-2255.patch,1,4,0,1
mikedh__trimesh-2133,mikedh/trimesh,held_out,90a7ac5738b2ce64dae7bc399f9f0f788f9e7a17,eb0a0160d56c9fa435288b6616675ccb05b0b785,6,https://github.com/mikedh/trimesh/commit/21f75e42b2cdb0f1481530670c8583175072ee69 https://github.com/mikedh/trimesh/commit/4c95d932783dc3e3c617d60de8a37decee6a50d7 https://github.com/mikedh/trimesh/commit/8510ef206b6065b7869d765df97373d6782c2d5b https://github.com/mikedh/trimesh/commit/628c8e3976717104fca51825e27f4b4581150460 https://github.com/mikedh/trimesh/commit/d4be88bc5e4e6a2460f45820d917d1d58961b1e1 https://github.com/mikedh/trimesh/commit/eb0a0160d56c9fa435288b6616675ccb05b0b785,2133,https://github.com/mikedh/trimesh/pull/2133,gold/patches/mikedh__trimesh-2133.patch,6,67,38,3
kozea__weasyprint-2041,Kozea/WeasyPrint,discovery,a4a6c7d9e904de88feaeeb509879f431b64681ac,178b507fba0bbbb81ba93b895cef2737414de282,3,https://github.com/Kozea/WeasyPrint/commit/68f439c6868bfb7ec60592f965a7bdcdfcd33ac7 https://github.com/Kozea/WeasyPrint/commit/36d2a08b338a5dee43f46a9fa91beca5b31a0fe9 https://github.com/Kozea/WeasyPrint/commit/178b507fba0bbbb81ba93b895cef2737414de282,2041,https://github.com/Kozea/WeasyPrint/pull/2041,gold/patches/kozea__weasyprint-2041.patch,1,13,4,1
python-attrs__attrs-1320,python-attrs/attrs,held_out,09161fc9181bf94aa3bbc5509c663d736a9553dc,615a998f8cc79b1b3fbba2df4dab9ae423203efa,4,https://github.com/python-attrs/attrs/commit/ea33a7786720c3dd9ef8854eaf6bc6232a1bcbc7 https://github.com/python-attrs/attrs/commit/fee51ad6660cf4ec9784a5cb498f33ff3514803d https://github.com/python-attrs/attrs/commit/9b67b3328cb9c50bb908e5854ef39cce15bd3333 https://github.com/python-attrs/attrs/commit/615a998f8cc79b1b3fbba2df4dab9ae423203efa,1320,https://github.com/python-attrs/attrs/pull/1320,gold/patches/python-attrs__attrs-1320.patch,2,22,6,2
instructlab__instructlab-1417,instructlab/instructlab,discovery,45eb54e4afffb0d6ba0746ca6f207d994133d293,820bcf7d2f2945ce4cb8f2e76a1897c168526679,1,https://github.com/instructlab/instructlab/commit/820bcf7d2f2945ce4cb8f2e76a1897c168526679,1417,https://github.com/instructlab/instructlab/pull/1417,gold/patches/instructlab__instructlab-1417.patch,1,1,0,1
pvlib__pvlib-python-2281,pvlib/pvlib-python,held_out,a6995c377d65ce850c2d744ad42a2a79f6d511b3,a5e84dea4faf000138303ce93ea8a92a590fae30,10,https://github.com/pvlib/pvlib-python/commit/0e5cabc7564c7393bd90c3a85ddb01bad26a103b https://github.com/pvlib/pvlib-python/commit/cfbefa9e110bfdf16608a1077293d867510bbb1a https://github.com/pvlib/pvlib-python/commit/89ea772fee2944330741fb5a10b7a8b9ef29a308 https://github.com/pvlib/pvlib-python/commit/2ec262013d2d5ec543171e4c8a8120401bc1acfb https://github.com/pvlib/pvlib-python/commit/24ee5ff66aadec90e8bfec86ca057c806d6d7514 https://github.com/pvlib/pvlib-python/commit/bdb73082b536023c8b63a45ca247aeb0c97ed6c6 https://github.com/pvlib/pvlib-python/commit/3abe3697f781b354e8d40fd0eb459fdfef6ec112 https://github.com/pvlib/pvlib-python/commit/369cb0cea34df0be19193f18efe119b65fe3023a https://github.com/pvlib/pvlib-python/commit/36744dcd72c8f7ab78ba5058ac92f2e03c429c93 https://github.com/pvlib/pvlib-python/commit/a5e84dea4faf000138303ce93ea8a92a590fae30,2281,https://github.com/pvlib/pvlib-python/pull/2281,gold/patches/pvlib__pvlib-python-2281.patch,2,33,18,2
pypsa__pypsa-891,PyPSA/PyPSA,discovery,6477a028855a336453c96c92b1c69072ec80f777,7697c8689106f7f18b1dd531ab164de9a3f16d45,5,https://github.com/PyPSA/PyPSA/commit/8d5c03954d4c466bcae4ae3276dc633be12511de https://github.com/PyPSA/PyPSA/commit/82301f98650b55df4284efa38f4678b50d26fb4a https://github.com/PyPSA/PyPSA/commit/bf35d47f15dd8f7628895effae4f36a67d68f5db https://github.com/PyPSA/PyPSA/commit/aa7f84aeeab89636ec5bcd5a2440f7076598d56c https://github.com/PyPSA/PyPSA/commit/7697c8689106f7f18b1dd531ab164de9a3f16d45,891,https://github.com/PyPSA/PyPSA/pull/891,gold/patches/pypsa__pypsa-891.patch,3,8,3,3
sphinx-doc__sphinx-12583,sphinx-doc/sphinx,discovery,4051e2cae2d3bd09e1029b45b63888d32a593b93,82df42085483ffada8b873725cde516cfa4929c5,3,https://github.com/sphinx-doc/sphinx/commit/37fa0039f74423abe3399fd98b7ba358e5159aa5 https://github.com/sphinx-doc/sphinx/commit/ec47df7fbfb78d0c61071d0f3fd7729989faa20b https://github.com/sphinx-doc/sphinx/commit/82df42085483ffada8b873725cde516cfa4929c5,12583,https://github.com/sphinx-doc/sphinx/pull/12583,gold/patches/sphinx-doc__sphinx-12583.patch,3,5,2,3
stanfordnlp__dspy-779,stanfordnlp/dspy,discovery,37ee5dc8e7a628a92320a1b1944884f75563d659,e848b773cb5fda8420a33fca2194ab89d54599f5,1,https://github.com/stanfordnlp/dspy/commit/e848b773cb5fda8420a33fca2194ab89d54599f5,779,https://github.com/stanfordnlp/dspy/pull/779,gold/patches/stanfordnlp__dspy-779.patch,1,1,1,1
patroni__patroni-3072,patroni/patroni,held_out,0a6c09e252ecbee6f5184c1e1e13075527c1b3f0,165758b9738e5b84ac6c1eb83a11672655cb0a00,3,https://github.com/patroni/patroni/commit/aaf156c66d30884a9a2327742da592047fea125a https://github.com/patroni/patroni/commit/0c6c843e5df449da0d203e9c10567cdcc8f63d85 https://github.com/patroni/patroni/commit/165758b9738e5b84ac6c1eb83a11672655cb0a00,3072,https://github.com/patroni/patroni/pull/3072,gold/patches/patroni__patroni-3072.patch,2,21,8,2
aiogram__aiogram-1657,aiogram/aiogram,pilot,78748d36fd1fe9a71c3d42a7a88e0b63edd1c3d7,e89313fa9dd93aa26e027d8348806d355febe57b,3,https://github.com/aiogram/aiogram/commit/63980c21274461c39ab9d854024c68a96337183b https://github.com/aiogram/aiogram/commit/51701adb5532656f34a435cda1099b8c618a5d8c https://github.com/aiogram/aiogram/commit/e89313fa9dd93aa26e027d8348806d355febe57b,1657,https://github.com/aiogram/aiogram/pull/1657,gold/patches/aiogram__aiogram-1657.patch,2,86,1,2
sphinx-doc__sphinx-11904,sphinx-doc/sphinx,discovery,7041f11fb00d85ecc7ba8951beca6726868ad50e,3ac2b52be9246633abe8df316307090e7e426602,1,https://github.com/sphinx-doc/sphinx/commit/3ac2b52be9246633abe8df316307090e7e426602,11904,https://github.com/sphinx-doc/sphinx/pull/11904,gold/patches/sphinx-doc__sphinx-11904.patch,1,2,0,1
pytorch__torchtune-293,pytorch/torchtune,held_out,ae484c946c1c1f37982484908c55feb4322786ff,b2018725ad3bf596af58f098f01c8b73096b3cae,1,https://github.com/pytorch/torchtune/commit/b2018725ad3bf596af58f098f01c8b73096b3cae,293,https://github.com/pytorch/torchtune/pull/293,gold/patches/pytorch__torchtune-293.patch,2,4,4,1
deepset-ai__haystack-7362,deepset-ai/haystack,discovery,19d3f39e757ee3488b7e5f581aa970de432a3019,591e41a43e807534447fddaa9281e52134b5bdab,8,https://github.com/deepset-ai/haystack/commit/a6ca800a0fe10a19a1b34051c9379b761ce1d6e8 https://github.com/deepset-ai/haystack/commit/d6e9a43d5c39e21d9b0fe7dff949d18cae482148 https://github.com/deepset-ai/haystack/commit/dbd69d6cbaf19746d544a546732795bac59e75ff https://github.com/deepset-ai/haystack/commit/7d2406f3e9f12ffb90f29499b8a5299ac92ba4ac https://github.com/deepset-ai/haystack/commit/88c81072052b246f21a67ffb803cc0d9da8bf8d4 https://github.com/deepset-ai/haystack/commit/2b76ee03da4fa4c290846eeef6e14f8107ebb99b https://github.com/deepset-ai/haystack/commit/cd234f31d0222c38ebc6cd454697989235df92d8 https://github.com/deepset-ai/haystack/commit/591e41a43e807534447fddaa9281e52134b5bdab,7362,https://github.com/deepset-ai/haystack/pull/7362,gold/patches/deepset-ai__haystack-7362.patch,2,75,14,2
koxudaxi__datamodel-code-generator-2259,koxudaxi/datamodel-code-generator,discovery,0def44efc13ac98ecef691daf217a31f6c459812,459207fbef930be6cb9893c09c8e001a1b6be27b,4,https://github.com/koxudaxi/datamodel-code-generator/commit/2cbe12b0283c5776eb186073946ca84f25b5b3b2 https://github.com/koxudaxi/datamodel-code-generator/commit/9f870f757cef5c632fbbb3ef4a161ecb0e86ea55 https://github.com/koxudaxi/datamodel-code-generator/commit/4cf42259a8dd3ab731bb5dd34926c61f65a4d599 https://github.com/koxudaxi/datamodel-code-generator/commit/459207fbef930be6cb9893c09c8e001a1b6be27b,2259,https://github.com/koxudaxi/datamodel-code-generator/pull/2259,gold/patches/koxudaxi__datamodel-code-generator-2259.patch,1,15,3,1
reata__sqllineage-521,reata/sqllineage,discovery,0e825c25972c4d2bae0b9910aae90e4d4ebac213,3cf66c255dd21551eeb35a404d203c8059a7b3be,1,https://github.com/reata/sqllineage/commit/3cf66c255dd21551eeb35a404d203c8059a7b3be,521,https://github.com/reata/sqllineage/pull/521,gold/patches/reata__sqllineage-521.patch,3,28,4,1
icloud-photos-downloader__icloud_photos_downloader-1060,icloud-photos-downloader/icloud_photos_downloader,pilot,337ea77aefb5c1189681a2971c037caeeec43f51,b7ce1f7b336a3bb05960962507e9e52fa96ea2b9,1,https://github.com/icloud-photos-downloader/icloud_photos_downloader/commit/b7ce1f7b336a3bb05960962507e9e52fa96ea2b9,1060,https://github.com/icloud-photos-downloader/icloud_photos_downloader/pull/1060,gold/patches/icloud-photos-downloader__icloud_photos_downloader-1060.patch,1,1,1,1
shapely__shapely-2120,shapely/shapely,discovery,f1b98cf1241e5d31eff6deefa1419507221d0c2f,251414fcca1e763c9c6425beb3c7c5669a35f742,2,https://github.com/shapely/shapely/commit/5c1e5238e04cac014899b406938470f2e32db2e7 https://github.com/shapely/shapely/commit/251414fcca1e763c9c6425beb3c7c5669a35f742,2120,https://github.com/shapely/shapely/pull/2120,gold/patches/shapely__shapely-2120.patch,2,3,1,2
streamlink__streamlink-6338,streamlink/streamlink,discovery,fac5d8f740952485ce2c094e2826ed358fbe90fd,9e67601b88e3c696af1dc165b1674be6b34654ca,1,https://github.com/streamlink/streamlink/commit/9e67601b88e3c696af1dc165b1674be6b34654ca,6338,https://github.com/streamlink/streamlink/pull/6338,gold/patches/streamlink__streamlink-6338.patch,1,1,6,1
fonttools__fonttools-3509,fonttools/fonttools,discovery,969d09dcafd3669753e30060ccca7e5fd4c356cd,511024bdc9fa3734858daf129faa5421db9f1ebd,1,https://github.com/fonttools/fonttools/commit/511024bdc9fa3734858daf129faa5421db9f1ebd,3509,https://github.com/fonttools/fonttools/pull/3509,gold/patches/fonttools__fonttools-3509.patch,1,1,1,1
reata__sqllineage-565,reata/sqllineage,discovery,4c6c65e7c94b87b50f26ad7f35ac26ed26a54cee,9060655fb8271c508348c83d6fa3f617c243af92,1,https://github.com/reata/sqllineage/commit/9060655fb8271c508348c83d6fa3f617c243af92,565,https://github.com/reata/sqllineage/pull/565,gold/patches/reata__sqllineage-565.patch,2,11,17,1
qtile__qtile-5206,qtile/qtile,discovery,6bdc74f9be39d550c551b1b4268252f4d4a74ee2,53cf15668a8efe3fee247b14b475da5224c6f625,3,https://github.com/qtile/qtile/commit/41ea2ff05889ad77fceffce7c7a0163eac76b37a https://github.com/qtile/qtile/commit/3a09a15b370960ac99d50b9e7cf71976e118ad14 https://github.com/qtile/qtile/commit/53cf15668a8efe3fee247b14b475da5224c6f625,5206,https://github.com/qtile/qtile/pull/5206,gold/patches/qtile__qtile-5206.patch,5,14,8,2
python-babel__babel-1179,python-babel/babel,discovery,e9c3ef8d0de3080ca59f7f8dbabf9b52983adc7d,317583907eafed7ed0b110a733075073513469b2,5,https://github.com/python-babel/babel/commit/b0175f4835768b707846ddd65d5af71b78dbf2cb https://github.com/python-babel/babel/commit/d5f31af74d2a71a2b9403d67107169a29ef3c12c https://github.com/python-babel/babel/commit/0d67eb9392bab9b4d335f53296bbcc88b937109e https://github.com/python-babel/babel/commit/e1f31488e64bc8fce6944f6f7902948ad7e8e4e1 https://github.com/python-babel/babel/commit/317583907eafed7ed0b110a733075073513469b2,1179,https://github.com/python-babel/babel/pull/1179,gold/patches/python-babel__babel-1179.patch,1,26,23,1
matplotlib__matplotlib-27613,matplotlib/matplotlib,pilot,83aa3e41bf9d4de308e306521e0cb3f688952942,8ca4d7938aae134d8394f8eb26efa03f5cf691de,1,https://github.com/matplotlib/matplotlib/commit/8ca4d7938aae134d8394f8eb26efa03f5cf691de,27613,https://github.com/matplotlib/matplotlib/pull/27613,gold/patches/matplotlib__matplotlib-27613.patch,2,21,5,1
streamlink__streamlink-6433,streamlink/streamlink,discovery,5fadd7ee36edffa135774ab81731e083916fce84,52d993a2f53c13782250c54782f601dd94c688f3,1,https://github.com/streamlink/streamlink/commit/52d993a2f53c13782250c54782f601dd94c688f3,6433,https://github.com/streamlink/streamlink/pull/6433,gold/patches/streamlink__streamlink-6433.patch,1,32,9,1
aiogram__aiogram-1469,aiogram/aiogram,pilot,f1c9fc50f0a7e186bab4587b28d019a909a7e97f,609d65c3c248511f77ead5d6655cc22d869929bf,5,https://github.com/aiogram/aiogram/commit/8b64a6f28898dea43c42f7d1e7f4c324d34a9fa1 https://github.com/aiogram/aiogram/commit/618d4c2925c706810b7d0997f79d437a713bef93 https://github.com/aiogram/aiogram/commit/0e8d92636b57b96ce38bea8eb8a41819a275181d https://github.com/aiogram/aiogram/commit/0ec3e6560b0a00a1ca2785bf89ea38f50e39ccfb https://github.com/aiogram/aiogram/commit/609d65c3c248511f77ead5d6655cc22d869929bf,1469,https://github.com/aiogram/aiogram/pull/1469,gold/patches/aiogram__aiogram-1469.patch,2,12,2,2
urllib3__urllib3-3273,urllib3/urllib3,held_out,12f923325a1794bab26c82dbfef2c47d44f054f8,4da991b0f56458a79d159ac22b16f965df72225b,8,https://github.com/urllib3/urllib3/commit/da7e153ab52355d1caa1810e4231c93bff4c815a https://github.com/urllib3/urllib3/commit/95cffbc54bdf04b76b1075a2c1e785151f8a7fc9 https://github.com/urllib3/urllib3/commit/b2c25a96cc1228d46430382ea0385ed7fa5fe2dc https://github.com/urllib3/urllib3/commit/12ce2a76a927a4ed28760baea878e5f69eb91e4b https://github.com/urllib3/urllib3/commit/b16536a10ec9684d2bdf915a5d069db0be073c32 https://github.com/urllib3/urllib3/commit/d78d3185056b27906e36cf5da3663de1051fd51c https://github.com/urllib3/urllib3/commit/c3cdaed029e391181d601a8cb23abe13be283b7b https://github.com/urllib3/urllib3/commit/4da991b0f56458a79d159ac22b16f965df72225b,3273,https://github.com/urllib3/urllib3/pull/3273,gold/patches/urllib3__urllib3-3273.patch,3,17,3,2
pydata__xarray-9070,pydata/xarray,held_out,97a4a719623b5bf652c8fb5377c6fff3aa1a9cea,297571ba731ffee5c03dfa45d22f8ffe0d528142,22,https://github.com/pydata/xarray/commit/1371507ff41d016fc34c20299eb83659c83b72d5 https://github.com/pydata/xarray/commit/94d315e2ab551b366e21cdb50bbb7ed8e7b2efb3 https://github.com/pydata/xarray/commit/9b385666994ab0e002fc68b90568af433f3e9be4 https://github.com/pydata/xarray/commit/8202420cc9d66bb4894367e11ed536a63ec3c1c3 https://github.com/pydata/xarray/commit/42f0307f23e31a57ec1ab98d51c20bc90c587d2d https://github.com/pydata/xarray/commit/cdc4b3364c9a6b550953d184a772e8bdc7480e15 https://github.com/pydata/xarray/commit/8343ed5bfe640121b3c23c02c1dbba17f91910eb https://github.com/pydata/xarray/commit/8d4e5f882dc4a87db0fa1514969a6c5e065faaac https://github.com/pydata/xarray/commit/089e7547f33972b987ece4e6636af32f8dd7ed3b https://github.com/pydata/xarray/commit/1e772d03466c095148fc769f4c5236a967ee259d https://github.com/pydata/xarray/commit/12bf8c838f945306a702913460777dfd2fb262a8 https://github.com/pydata/xarray/commit/cf3e94f71eb8cdf72b535d7dfd22f0d52323faea https://github.com/pydata/xarray/commit/bb7e6e9ca10133c78050670dbc73ed7f32b765cc https://github.com/pydata/xarray/commit/08541d374afc050424516d53ebad000c7ff81d86 https://github.com/pydata/xarray/commit/7a9ac3651f86fd2d980066fe6bee1c2b7bdaa936 https://github.com/pydata/xarray/commit/a506c04a6c5c72c2f5d05fb169c0558243742e2b https://github.com/pydata/xarray/commit/3e3bfadae71eb6cd5ce7c6516850a28ca54386b0 https://github.com/pydata/xarray/commit/e336e905eedd1feaf123a5189d5c22a0d5487dbe https://github.com/pydata/xarray/commit/9684b6a11b3155e7406b7dac4d34c9663487631a https://github.com/pydata/xarray/commit/f23b4294848cba77fbbd086444f8c42543b682b8 https://github.com/pydata/xarray/commit/fcef2d44b7203a17fe2e361b36f74af985e4a774 https://github.com/pydata/xarray/commit/297571ba731ffee5c03dfa45d22f8ffe0d528142,9070,https://github.com/pydata/xarray/pull/9070,gold/patches/pydata__xarray-9070.patch,2,21,9,2
urllib3__urllib3-3402,urllib3/urllib3,held_out,bbb5fff3806a290c4bfe63a4a530c884d43bf46e,f63494abd40cec8e803d3e6201e455de5a3ae37f,15,https://github.com/urllib3/urllib3/commit/36535c506428754ddb172d1790523a8bf1dfeaa3 https://github.com/urllib3/urllib3/commit/e5d89cee919467b2af34a0bf9ba107be326fef34 https://github.com/urllib3/urllib3/commit/cbb168a434306e5340fd3c0eed9a2a573132befe https://github.com/urllib3/urllib3/commit/1041a85c7454effc4a3a336876fda633e2a558a4 https://github.com/urllib3/urllib3/commit/aec16a8aefb4eb9ed05b2cb16ea355296b535a37 https://github.com/urllib3/urllib3/commit/61da1a241f3c1045c2b5472b78bdfb1932338851 https://github.com/urllib3/urllib3/commit/7ac0345705db9e4698c14eb47f483b8c6a36f4a9 https://github.com/urllib3/urllib3/commit/17be48cded9233f45f3badf103f68c780ed15423 https://github.com/urllib3/urllib3/commit/8dcaabe76d78ab7fc195d2de023310a43960de76 https://github.com/urllib3/urllib3/commit/212a6c5c81ce0406849b8898c1d82a2f0d4c13b2 https://github.com/urllib3/urllib3/commit/ca3ec92208083ee837989d43c0beb3b5fa71c121 https://github.com/urllib3/urllib3/commit/f4cf28569c9a6af07804fbcd74c8eeff79a7e554 https://github.com/urllib3/urllib3/commit/3041741b4372f3287853017758eb92e7cf0517ec https://github.com/urllib3/urllib3/commit/f4248a9509d4605ec13f43489aa18fe17be5a896 https://github.com/urllib3/urllib3/commit/f63494abd40cec8e803d3e6201e455de5a3ae37f,3402,https://github.com/urllib3/urllib3/pull/3402,gold/patches/urllib3__urllib3-3402.patch,2,14,0,2
conan-io__conan-15575,conan-io/conan,held_out,32718f18e917edad561dd1058c1479894b0191f7,cc39de2028a056a07cf7d6a77a9cfdcef4892ba5,1,https://github.com/conan-io/conan/commit/cc39de2028a056a07cf7d6a77a9cfdcef4892ba5,15575,https://github.com/conan-io/conan/pull/15575,gold/patches/conan-io__conan-15575.patch,1,7,2,1
kozea__weasyprint-2425,Kozea/WeasyPrint,discovery,1a6f645e25685f267cbce6d23eebd920e5675dec,71ee7d8fade2556b013c86a0a51dedff7782dcab,3,https://github.com/Kozea/WeasyPrint/commit/05bcf7f4d8cdd37805966ff64b1480156cd7f00e https://github.com/Kozea/WeasyPrint/commit/e23c11cbfb19ae4736a39b233c3c525cbb9435fe https://github.com/Kozea/WeasyPrint/commit/71ee7d8fade2556b013c86a0a51dedff7782dcab,2425,https://github.com/Kozea/WeasyPrint/pull/2425,gold/patches/kozea__weasyprint-2425.patch,4,10,9,1
urllib3__urllib3-3326,urllib3/urllib3,held_out,8c8e26dab401121e9fccc8e8e8958609ccb045f5,75081e20a360e3066a1c4dd74d2db9949d4b6b90,3,https://github.com/urllib3/urllib3/commit/6eed72b506da081dbadbf4f939cab233e3cb715b https://github.com/urllib3/urllib3/commit/a73ee3134fc81306201d1642bd904d90a537fbf9 https://github.com/urllib3/urllib3/commit/75081e20a360e3066a1c4dd74d2db9949d4b6b90,3326,https://github.com/urllib3/urllib3/pull/3326,gold/patches/urllib3__urllib3-3326.patch,2,4,8,2
